order_id,order_date,customer_id,customer_name,customer_segment,region,city,category,subcategory,product_name,sales_person,quantity,unit_price,discount,sales,profit,payment_method,year,month_number,month_name,year_month,quarter,profit_margin,discount_amount,sales_band
ORD-10817,2025-10-24,CUST-1281,Customer 1175,Consumer,Sabaragamuwa,Kegalle,Groceries,Snacks,Mixed Nuts,Ishara Madushan,2,1618.72,0.0,3237.45,774.07,Card,2025,10,October,2025-10,Q4,0.23909867333858442,0.0,Low
ORD-10818,2024-07-01,CUST-1445,Customer 1122,Corporate,Eastern,Batticaloa,Groceries,Snacks,Biscuits,Kasun Silva,7,1867.1,0.2,10455.73,1955.12,Digital Wallet,2024,7,July,2024-07,Q3,0.18699029144784726,2613.94,Medium
ORD-10819,2024-04-04,CUST-1216,Customer 1205,Consumer,Sabaragamuwa,Kegalle,Fashion,Kids,School Shoes,Sachini Perera,4,7835.84,0.0,31343.35,4715.54,Cash,2024,4,April,2024-04,Q2,0.15044786214619688,0.0,Medium
ORD-10820,2025-01-08,CUST-1346,Customer 1366,Corporate,North Western,Puttalam,Electronics,Accessories,Bluetooth Speaker,Ishara Madushan,5,155312.0,0.15,660075.99,58187.34,Cash,2025,1,January,2025-01,Q1,0.08815248680685991,116484.0,Premium
ORD-10821,2025-06-03,CUST-1252,Customer 1012,Consumer,Sabaragamuwa,Kegalle,Home & Living,Furniture,Coffee Table,Ishara Madushan,1,7800.0,0.0,7800.0,1924.52,Cash,2025,6,June,2025-06,Q2,0.24673333333333333,0.0,Low
ORD-10822,2024-12-25,CUST-1034,Customer 1263,Consumer,North Western,Puttalam,Fashion,Women,Handbag,Kasun Silva,1,12769.24,0.1,11492.31,2897.77,Card,2024,12,December,2024-12,Q4,0.2521486106796632,1276.924,Medium
ORD-10823,2025-11-26,CUST-1207,Customer 1344,Corporate,Eastern,Ampara,Electronics,Mobile Phones,Redmi Note 13,Ishara Madushan,5,198741.53,0.0,993707.64,187460.29,Bank Transfer,2025,11,November,2025-11,Q4,0.18864732689385383,0.0,Premium
ORD-10824,2024-10-07,CUST-1086,Customer 1274,Small Business,Northern,Vavuniya,Groceries,Beverages,Coffee Jar,Tharushi Fernando,5,2353.13,0.0,11765.67,3246.87,Bank Transfer,2024,10,October,2024-10,Q4,0.2759613349685993,0.0,Medium
ORD-10825,2024-07-13,CUST-1387,Customer 1447,Consumer,Eastern,Ampara,Fashion,Women,Sandals,Ishara Madushan,3,1610.37,0.0,4831.11,1056.2,Cash,2024,7,July,2024-07,Q3,0.21862470529547043,0.0,Low
ORD-10826,2024-07-13,CUST-1424,Customer 1273,Consumer,Eastern,Ampara,Groceries,Beverages,Fruit Juice,Tharushi Fernando,3,300.68,0.1,811.84,110.76,Cash,2024,7,July,2024-07,Q3,0.13643082380764682,90.20400000000001,Low
ORD-10827,2025-10-28,CUST-1447,Customer 1074,Consumer,Western,Kalutara,Fashion,Men,Running Shoes,Kasun Silva,7,2638.07,0.1,16619.86,866.92,Digital Wallet,2025,10,October,2025-10,Q4,0.05216169089270306,1846.6490000000003,Medium
ORD-10828,2024-04-02,CUST-1093,Customer 1329,Corporate,North Western,Puttalam,Fashion,Kids,Kids Shorts,Dilan Jayasinghe,7,14903.18,0.15,88673.93,16271.27,Digital Wallet,2024,4,April,2024-04,Q2,0.18349553245243558,15648.339,High
ORD-10829,2025-11-02,CUST-1144,Customer 1019,Consumer,Eastern,Batticaloa,Home & Living,Furniture,Study Desk,Ishara Madushan,4,44798.31,0.0,179193.25,20568.12,Digital Wallet,2025,11,November,2025-11,Q4,0.1147817788895508,0.0,Premium
ORD-10830,2024-03-01,CUST-1020,Customer 1050,Small Business,Sabaragamuwa,Kegalle,Groceries,Beverages,Fruit Juice,Kasun Silva,7,4540.68,0.1,28606.29,7425.33,Card,2024,3,March,2024-03,Q1,0.2595698358647696,3178.4760000000006,Medium
ORD-10831,2025-09-25,CUST-1297,Customer 1301,Small Business,Western,Colombo,Electronics,Mobile Phones,Nokia G42,Dilan Jayasinghe,4,26750.57,0.1,96302.04,21248.04,Card,2025,9,September,2025-09,Q3,0.22063956277561725,10700.228000000001,High
ORD-10832,2024-02-20,CUST-1208,Customer 1415,Small Business,Western,Colombo,Groceries,Snacks,Mixed Nuts,Kasun Silva,7,842.31,0.1,5306.57,1105.94,Digital Wallet,2024,2,February,2024-02,Q1,0.2084095753000526,589.6170000000001,Low
ORD-10833,2025-02-06,CUST-1311,Customer 1089,Consumer,Eastern,Trincomalee,Groceries,Snacks,Potato Chips,Kasun Silva,3,388.56,0.1,1049.11,162.73,Digital Wallet,2025,2,February,2025-02,Q1,0.15511242862998162,116.56800000000001,Low
ORD-10834,2024-01-05,CUST-1373,Customer 1339,Small Business,Eastern,Batticaloa,Groceries,Household,Dish Wash,Ishara Madushan,3,1127.09,0.0,3381.28,578.58,Bank Transfer,2024,1,January,2024-01,Q1,0.1711127147115885,0.0,Low
ORD-10835,2025-04-10,CUST-1365,Customer 1170,Small Business,Northern,Vavuniya,Fashion,Men,Casual Shirt,Dilan Jayasinghe,5,15719.07,0.1,70735.83,13026.35,Bank Transfer,2025,4,April,2025-04,Q2,0.18415490424018494,7859.535000000001,High
ORD-10836,2025-08-26,CUST-1173,Customer 1219,Consumer,Western,Kalutara,Groceries,Household,Detergent,Sachini Perera,2,1842.86,0.1,3317.14,663.85,Bank Transfer,2025,8,August,2025-08,Q3,0.20012721802516628,368.572,Low
ORD-10837,2025-11-12,CUST-1272,Customer 1171,Consumer,Northern,Vavuniya,Electronics,Accessories,Wireless Mouse,Dilan Jayasinghe,7,14584.52,0.15,86777.91,7299.82,Cash,2025,11,November,2025-11,Q4,0.08412071689673097,15313.746,High
ORD-10838,2025-06-17,CUST-1345,Customer 1249,Corporate,North Western,Puttalam,Electronics,Laptops,Lenovo IdeaPad,Dilan Jayasinghe,4,189307.29,0.0,757229.15,147448.84,Digital Wallet,2025,6,June,2025-06,Q2,0.19472155819674927,0.0,Premium
ORD-10839,2025-02-08,CUST-1071,Customer 1214,Corporate,Eastern,Ampara,Fashion,Women,Sandals,Tharushi Fernando,1,11719.72,0.1,10547.75,2725.65,Card,2025,2,February,2025-02,Q1,0.25841056149415753,1171.972,Medium
ORD-10840,2025-05-27,CUST-1283,Customer 1408,Consumer,Western,Kalutara,Fashion,Kids,Backpack,Sachini Perera,3,7867.74,0.1,21242.9,3368.25,Digital Wallet,2025,5,May,2025-05,Q2,0.15855885966605313,2360.322,Medium
ORD-10841,2025-10-06,CUST-1022,Customer 1172,Small Business,Eastern,Batticaloa,Electronics,Accessories,USB-C Hub,Ishara Madushan,3,45405.45,0.0,136216.36,32696.28,Cash,2025,10,October,2025-10,Q4,0.24003196091864445,0.0,High
ORD-10842,2024-08-20,CUST-1265,Customer 1112,Corporate,Southern,Matara,Electronics,Mobile Phones,Galaxy A15,Tharushi Fernando,4,81314.28,0.0,325257.13,85349.19,Card,2024,8,August,2024-08,Q3,0.26240528531995594,0.0,Premium
ORD-10843,2025-06-07,CUST-1381,Customer 1014,Small Business,Eastern,Trincomalee,Fashion,Women,Handbag,Nimal Perera,3,5827.69,0.05,16608.92,1922.33,Card,2025,6,June,2025-06,Q2,0.11574081878893992,874.1535,Medium
ORD-10844,2024-12-11,CUST-1300,Customer 1303,Corporate,Eastern,Ampara,Home & Living,Appliances,Water Heater,Kasun Silva,7,72763.84,0.0,509346.85,92375.82,Bank Transfer,2024,12,December,2024-12,Q4,0.18136132578418815,0.0,Premium
ORD-10845,2024-02-15,CUST-1197,Customer 1142,Corporate,Sabaragamuwa,Ratnapura,Groceries,Beverages,Tea Pack,Nimal Perera,3,3933.2,0.1,10619.63,2563.16,Card,2024,2,February,2024-02,Q1,0.24136057470928837,1179.9599999999998,Medium
ORD-10846,2025-06-29,CUST-1257,Customer 1205,Consumer,Eastern,Batticaloa,Groceries,Snacks,Mixed Nuts,Sachini Perera,4,1719.02,0.0,6876.09,1956.55,Digital Wallet,2025,6,June,2025-06,Q2,0.2845439777547996,0.0,Low
ORD-10847,2024-03-18,CUST-1255,Customer 1212,Consumer,North Western,Kurunegala,Home & Living,Appliances,Iron,Sachini Perera,7,6793.17,0.05,45174.59,4917.32,Bank Transfer,2024,3,March,2024-03,Q1,0.10885145830875277,2377.6095,Medium
ORD-10848,2025-12-30,CUST-1142,Customer 1136,Corporate,Sabaragamuwa,Ratnapura,Electronics,Mobile Phones,Nokia G42,Dilan Jayasinghe,7,26937.43,0.0,188562.03,37493.43,Bank Transfer,2025,12,December,2025-12,Q4,0.1988387057564028,0.0,Premium
ORD-10849,2024-03-13,CUST-1015,Customer 1185,Corporate,Northern,Vavuniya,Home & Living,Furniture,Coffee Table,Tharushi Fernando,6,25834.15,0.1,139504.43,34246.58,Card,2024,3,March,2024-03,Q1,0.24548740136782757,15500.490000000003,High
ORD-10850,2024-09-05,CUST-1187,Customer 1245,Corporate,Eastern,Trincomalee,Electronics,Laptops,ASUS VivoBook,Sachini Perera,2,91451.85,0.15,155468.14,16688.36,Bank Transfer,2024,9,September,2024-09,Q3,0.10734263624688634,27435.555,Premium
ORD-10851,2024-02-16,CUST-1404,Customer 1301,Corporate,Eastern,Ampara,Electronics,Mobile Phones,iPhone 13,Ishara Madushan,6,33026.43,0.0,198158.57,16393.83,Bank Transfer,2024,2,February,2024-02,Q1,0.0827308654881795,0.0,Premium
ORD-10852,2024-04-30,CUST-1009,Customer 1024,Small Business,Southern,Matara,Fashion,Men,Running Shoes,Ishara Madushan,3,12121.55,0.2,29091.73,2058.16,Digital Wallet,2024,4,April,2024-04,Q2,0.07074725360093745,7272.929999999999,Medium
ORD-10853,2024-08-01,CUST-1061,Customer 1424,Small Business,Northern,Vavuniya,Home & Living,Appliances,Vacuum Cleaner,Tharushi Fernando,7,5917.74,0.0,41424.15,11684.87,Card,2024,8,August,2024-08,Q3,0.2820786908120022,0.0,Medium
ORD-10854,2024-08-26,CUST-1307,Customer 1335,Consumer,Southern,Hambantota,Electronics,Accessories,Wireless Mouse,Nimal Perera,5,207224.27,0.1,932509.23,97715.04,Digital Wallet,2024,8,August,2024-08,Q3,0.10478720945207158,103612.13500000001,Premium
ORD-10855,2024-02-25,CUST-1125,Customer 1337,Corporate,Western,Kalutara,Electronics,Accessories,Bluetooth Speaker,Kasun Silva,7,70372.2,0.0,492605.4,85970.71,Bank Transfer,2024,2,February,2024-02,Q1,0.17452246767899823,0.0,Premium
ORD-10856,2024-12-15,CUST-1099,Customer 1404,Consumer,Southern,Galle,Electronics,Mobile Phones,Galaxy A15,Ishara Madushan,5,195887.66,0.0,979438.31,148617.24,Card,2024,12,December,2024-12,Q4,0.15173721354640496,0.0,Premium
ORD-10857,2024-04-16,CUST-1004,Customer 1021,Consumer,Eastern,Ampara,Electronics,Accessories,Wireless Mouse,Ishara Madushan,7,188008.32,0.05,1250255.36,246714.83,Card,2024,4,April,2024-04,Q2,0.1973315515320006,65802.912,Premium
ORD-10858,2024-02-17,CUST-1092,Customer 1317,Corporate,Northern,Vavuniya,Home & Living,Kitchen,Blender,Tharushi Fernando,7,82428.37,0.05,548148.66,110093.37,Digital Wallet,2024,2,February,2024-02,Q1,0.20084582529126313,28849.9295,Premium
ORD-10859,2025-07-26,CUST-1007,Customer 1292,Small Business,North Western,Kurunegala,Groceries,Snacks,Mixed Nuts,Sachini Perera,6,3032.8,0.1,16377.11,3776.09,Bank Transfer,2025,7,July,2025-07,Q3,0.23057120578661314,1819.6800000000003,Medium
ORD-10860,2024-12-02,CUST-1049,Customer 1277,Corporate,Southern,Galle,Electronics,Laptops,Lenovo IdeaPad,Dilan Jayasinghe,6,181697.89,0.2,872149.89,241427.63,Bank Transfer,2024,12,December,2024-12,Q4,0.2768189651437094,218037.46800000002,Premium
ORD-10861,2024-01-26,CUST-1319,Customer 1181,Consumer,Western,Gampaha,Fashion,Men,Leather Belt,Dilan Jayasinghe,7,2327.17,0.1,14661.2,3744.26,Card,2024,1,January,2024-01,Q1,0.25538564373993944,1629.0190000000002,Medium
ORD-10862,2024-09-13,CUST-1336,Customer 1041,Consumer,Eastern,Trincomalee,Home & Living,Appliances,Water Heater,Kasun Silva,1,42793.02,0.15,36374.07,6096.98,Digital Wallet,2024,9,September,2024-09,Q3,0.16761885595975373,6418.9529999999995,Medium
ORD-10863,2024-01-08,CUST-1393,Customer 1212,Consumer,Central,Nuwara Eliya,Electronics,Laptops,Dell Inspiron,Nimal Perera,6,48339.39,0.0,290036.32,36533.92,Cash,2024,1,January,2024-01,Q1,0.1259632586705003,0.0,Premium
ORD-10864,2025-09-16,CUST-1105,Customer 1105,Corporate,Western,Kalutara,Fashion,Women,Handbag,Kasun Silva,4,16068.26,0.05,61059.38,9069.04,Cash,2025,9,September,2025-09,Q3,0.14852820320153926,3213.652,High
ORD-10865,2024-09-09,CUST-1331,Customer 1165,Small Business,Western,Kalutara,Groceries,Snacks,Chocolate,Tharushi Fernando,5,3749.82,0.1,16874.21,3777.34,Digital Wallet,2024,9,September,2024-09,Q3,0.22385285000008892,1874.9100000000003,Medium
ORD-10866,2025-11-22,CUST-1217,Customer 1320,Corporate,Eastern,Batticaloa,Groceries,Snacks,Mixed Nuts,Sachini Perera,1,2237.22,0.1,2013.5,530.12,Cash,2025,11,November,2025-11,Q4,0.26328284082443504,223.72199999999998,Low
ORD-10867,2025-12-19,CUST-1314,Customer 1147,Consumer,Eastern,Batticaloa,Electronics,Laptops,ASUS VivoBook,Ishara Madushan,6,154992.68,0.05,883458.27,212645.67,Bank Transfer,2025,12,December,2025-12,Q4,0.24069690354474807,46497.804000000004,Premium
ORD-10868,2024-10-29,CUST-1220,Customer 1441,Small Business,Southern,Hambantota,Fashion,Women,Handbag,Sachini Perera,6,13951.67,0.1,75339.02,5176.43,Cash,2024,10,October,2024-10,Q4,0.06870848598773915,8371.002,High
ORD-10869,2025-09-30,CUST-1111,Customer 1234,Corporate,Southern,Hambantota,Fashion,Men,Leather Belt,Sachini Perera,3,11355.41,0.15,28956.31,3326.83,Card,2025,9,September,2025-09,Q3,0.11489136564707311,5109.934499999999,Medium
ORD-10870,2024-02-25,CUST-1395,Customer 1111,Corporate,Central,Nuwara Eliya,Electronics,Laptops,HP Pavilion,Sachini Perera,6,198076.36,0.1,1069612.33,286820.68,Digital Wallet,2024,2,February,2024-02,Q1,0.26815386468104757,118845.81599999999,Premium
ORD-10871,2025-12-26,CUST-1199,Customer 1001,Small Business,Western,Kalutara,Fashion,Women,Handbag,Dilan Jayasinghe,2,5827.5,0.05,11072.26,1784.93,Card,2025,12,December,2025-12,Q4,0.161207377716925,582.75,Medium
ORD-10872,2025-06-09,CUST-1132,Customer 1448,Corporate,Central,Kandy,Home & Living,Kitchen,Blender,Dilan Jayasinghe,4,56396.51,0.05,214306.74,18651.34,Cash,2025,6,June,2025-06,Q2,0.08703104718031734,11279.302000000001,Premium
ORD-10873,2025-04-18,CUST-1264,Customer 1010,Consumer,Sabaragamuwa,Kegalle,Groceries,Household,Floor Cleaner,Nimal Perera,4,2310.19,0.05,8778.71,596.21,Bank Transfer,2025,4,April,2025-04,Q2,0.06791544543560502,462.038,Low
ORD-10874,2024-01-28,CUST-1322,Customer 1067,Consumer,Western,Gampaha,Electronics,Laptops,Lenovo IdeaPad,Sachini Perera,3,159062.48,0.15,405609.33,36504.52,Digital Wallet,2024,1,January,2024-01,Q1,0.08999921180314072,71578.11600000001,Premium
ORD-10875,2024-03-18,CUST-1043,Customer 1395,Small Business,North Western,Kurunegala,Home & Living,Kitchen,Rice Cooker,Kasun Silva,7,43975.87,0.05,292439.5,69896.65,Digital Wallet,2024,3,March,2024-03,Q1,0.2390123427238796,15391.554500000002,Premium
ORD-10876,2024-08-03,CUST-1170,Customer 1296,Consumer,North Western,Kurunegala,Groceries,Household,Detergent,Sachini Perera,7,3330.5,0.0,23313.52,4485.85,Card,2024,8,August,2024-08,Q3,0.19241410134548537,0.0,Medium
ORD-10877,2025-01-20,CUST-1227,Customer 1348,Corporate,Western,Colombo,Electronics,Laptops,Lenovo IdeaPad,Ishara Madushan,1,66871.66,0.2,53497.33,10209.25,Card,2025,1,January,2025-01,Q1,0.19083662679987953,13374.332000000002,High
ORD-10878,2024-12-30,CUST-1222,Customer 1363,Small Business,Sabaragamuwa,Ratnapura,Electronics,Mobile Phones,Nokia G42,Ishara Madushan,1,184302.65,0.05,175087.52,39142.94,Card,2024,12,December,2024-12,Q4,0.22356213623906493,9215.1325,Premium
ORD-10879,2025-10-27,CUST-1165,Customer 1368,Corporate,Western,Colombo,Groceries,Snacks,Mixed Nuts,Nimal Perera,5,2276.31,0.15,9674.32,2369.55,Card,2025,10,October,2025-10,Q4,0.24493194353711684,1707.2324999999998,Low
ORD-10880,2025-06-09,CUST-1433,Customer 1244,Corporate,Southern,Galle,Electronics,Accessories,Mechanical Keyboard,Nimal Perera,1,183321.12,0.15,155822.96,37108.68,Cash,2025,6,June,2025-06,Q2,0.2381464195006949,27498.167999999998,Premium
ORD-10881,2025-11-29,CUST-1284,Customer 1130,Small Business,Southern,Galle,Groceries,Beverages,Fruit Juice,Kasun Silva,2,1447.33,0.05,2749.93,345.41,Digital Wallet,2025,11,November,2025-11,Q4,0.12560683362849237,144.733,Low
ORD-10882,2024-11-07,CUST-1320,Customer 1308,Small Business,Central,Nuwara Eliya,Electronics,Mobile Phones,Galaxy A15,Ishara Madushan,1,37122.14,0.0,37122.14,3784.69,Digital Wallet,2024,11,November,2024-11,Q4,0.10195236589269907,0.0,Medium
ORD-10883,2024-01-07,CUST-1054,Customer 1067,Consumer,Sabaragamuwa,Ratnapura,Electronics,Laptops,Lenovo IdeaPad,Nimal Perera,4,33598.59,0.0,134394.37,17252.44,Card,2024,1,January,2024-01,Q1,0.1283717465247986,0.0,High
ORD-10884,2024-01-03,CUST-1372,Customer 1410,Small Business,Western,Kalutara,Fashion,Women,Ladies Watch,Kasun Silva,4,8216.34,0.0,32865.34,8124.12,Card,2024,1,January,2024-01,Q1,0.24719415651869114,0.0,Medium
ORD-10885,2025-09-14,CUST-1054,Customer 1342,Corporate,Central,Nuwara Eliya,Fashion,Kids,Kids Shorts,Kasun Silva,3,3336.64,0.0,10009.93,1256.33,Card,2025,9,September,2025-09,Q3,0.1255083701884029,0.0,Medium
ORD-10886,2024-12-28,CUST-1222,Customer 1052,Small Business,Eastern,Ampara,Electronics,Accessories,Mechanical Keyboard,Dilan Jayasinghe,4,123332.57,0.0,493330.28,116277.85,Cash,2024,12,December,2024-12,Q4,0.2356998033852696,0.0,Premium
ORD-10887,2025-05-22,CUST-1352,Customer 1186,Small Business,North Western,Puttalam,Fashion,Women,Handbag,Kasun Silva,4,10716.25,0.05,40721.76,9674.73,Card,2025,5,May,2025-05,Q2,0.23758133243749777,2143.25,Medium
ORD-10888,2024-09-30,CUST-1210,Customer 1001,Small Business,Western,Kalutara,Electronics,Accessories,USB-C Hub,Ishara Madushan,5,212641.55,0.0,1063207.77,69192.44,Card,2024,9,September,2024-09,Q3,0.06507894501184844,0.0,Premium
ORD-10889,2025-05-20,CUST-1014,Customer 1133,Consumer,Northern,Vavuniya,Home & Living,Furniture,Office Chair,Nimal Perera,2,65616.45,0.2,104986.33,20725.23,Card,2025,5,May,2025-05,Q2,0.19740884360849645,26246.58,High
ORD-10890,2024-01-15,CUST-1300,Customer 1276,Small Business,North Western,Puttalam,Groceries,Beverages,Coffee Jar,Nimal Perera,1,2159.27,0.15,1835.38,238.59,Cash,2024,1,January,2024-01,Q1,0.1299948784447907,323.8905,Low
ORD-10891,2024-07-10,CUST-1215,Customer 1054,Corporate,North Western,Puttalam,Fashion,Men,Leather Belt,Tharushi Fernando,5,8921.27,0.1,40145.73,4319.95,Digital Wallet,2024,7,July,2024-07,Q3,0.10760671184706318,4460.635000000001,Medium
ORD-10892,2025-09-22,CUST-1027,Customer 1166,Consumer,Western,Colombo,Electronics,Accessories,Mechanical Keyboard,Nimal Perera,6,74781.61,0.0,448689.66,62386.56,Digital Wallet,2025,9,September,2025-09,Q3,0.1390416708064991,0.0,Premium
ORD-10893,2025-04-29,CUST-1141,Customer 1418,Small Business,Eastern,Batticaloa,Electronics,Mobile Phones,Nokia G42,Ishara Madushan,6,174231.78,0.1,940851.59,224150.34,Bank Transfer,2025,4,April,2025-04,Q2,0.23824197395468077,104539.068,Premium
ORD-10894,2024-01-28,CUST-1149,Customer 1266,Corporate,Northern,Jaffna,Fashion,Men,Casual Shirt,Kasun Silva,4,1519.93,0.15,5167.76,1069.84,Cash,2024,1,January,2024-01,Q1,0.20702199792560025,911.958,Low
ORD-10895,2025-12-14,CUST-1447,Customer 1220,Consumer,Central,Nuwara Eliya,Groceries,Beverages,Mineral Water,Nimal Perera,5,4621.29,0.05,21951.15,6190.23,Digital Wallet,2025,12,December,2025-12,Q4,0.28200025966748893,1155.3225,Medium
ORD-10896,2024-02-08,CUST-1319,Customer 1328,Consumer,Eastern,Trincomalee,Electronics,Laptops,HP Pavilion,Ishara Madushan,6,141382.13,0.1,763463.51,41988.39,Digital Wallet,2024,2,February,2024-02,Q1,0.0549972453824283,84829.278,Premium
ORD-10897,2024-09-29,CUST-1250,Customer 1059,Small Business,Central,Matale,Fashion,Men,Leather Belt,Kasun Silva,3,11908.19,0.0,35724.58,2321.5,Bank Transfer,2024,9,September,2024-09,Q3,0.06498326922247931,0.0,Medium
ORD-10898,2024-08-18,CUST-1446,Customer 1335,Small Business,Southern,Galle,Fashion,Men,Casual Shirt,Ishara Madushan,3,7475.91,0.1,20184.97,3554.05,Cash,2024,8,August,2024-08,Q3,0.17607407888146479,2242.773,Medium
ORD-10899,2024-03-26,CUST-1095,Customer 1056,Corporate,Southern,Galle,Electronics,Laptops,ASUS VivoBook,Kasun Silva,4,155457.92,0.0,621831.68,66331.64,Bank Transfer,2024,3,March,2024-03,Q1,0.10667137447870137,0.0,Premium
ORD-10900,2025-04-18,CUST-1141,Customer 1126,Small Business,Central,Matale,Home & Living,Appliances,Vacuum Cleaner,Ishara Madushan,4,14483.67,0.0,57934.7,15812.42,Card,2025,4,April,2025-04,Q2,0.2729352184442139,0.0,High
ORD-10901,2024-05-05,CUST-1050,Customer 1258,Corporate,Western,Gampaha,Groceries,Beverages,Mineral Water,Tharushi Fernando,3,4391.36,0.1,11856.68,1169.52,Cash,2024,5,May,2024-05,Q2,0.0986380673173266,1317.408,Medium
ORD-10902,2025-06-20,CUST-1241,Customer 1013,Corporate,North Western,Puttalam,Home & Living,Kitchen,Electric Kettle,Ishara Madushan,7,74541.95,0.05,495703.97,79278.17,Card,2025,6,June,2025-06,Q2,0.15993047221308315,26089.6825,Premium
ORD-10903,2024-05-24,CUST-1142,Customer 1134,Consumer,Eastern,Batticaloa,Electronics,Laptops,Lenovo IdeaPad,Dilan Jayasinghe,3,34980.59,0.05,99694.69,23776.24,Cash,2024,5,May,2024-05,Q2,0.23849053545379398,5247.0885,High
ORD-10904,2025-06-08,CUST-1254,Customer 1180,Corporate,Northern,Vavuniya,Groceries,Snacks,Biscuits,Dilan Jayasinghe,1,1330.25,0.0,1330.25,269.37,Card,2025,6,June,2025-06,Q2,0.20249577147152792,0.0,Low
ORD-10905,2024-07-30,CUST-1173,Customer 1439,Consumer,Western,Kalutara,Electronics,Accessories,Bluetooth Speaker,Kasun Silva,5,154809.99,0.0,774049.96,90377.83,Bank Transfer,2024,7,July,2024-07,Q3,0.11675968564096303,0.0,Premium
ORD-10906,2024-01-25,CUST-1263,Customer 1166,Small Business,Southern,Galle,Electronics,Mobile Phones,Nokia G42,Tharushi Fernando,3,174556.81,0.0,523670.43,136723.97,Card,2024,1,January,2024-01,Q1,0.2610878181531083,0.0,Premium
ORD-10907,2025-08-02,CUST-1379,Customer 1201,Consumer,North Western,Puttalam,Electronics,Laptops,ASUS VivoBook,Sachini Perera,5,194025.17,0.0,970125.83,237689.45,Digital Wallet,2025,8,August,2025-08,Q3,0.24500888714611385,0.0,Premium
ORD-10908,2025-01-28,CUST-1433,Customer 1068,Small Business,Central,Matale,Groceries,Household,Detergent,Nimal Perera,3,3061.59,0.1,8266.3,1678.26,Digital Wallet,2025,1,January,2025-01,Q1,0.20302432769195408,918.4770000000001,Low
ORD-10909,2024-03-07,CUST-1392,Customer 1412,Corporate,North Western,Puttalam,Electronics,Laptops,ASUS VivoBook,Sachini Perera,5,138403.5,0.1,622815.73,121133.18,Card,2024,3,March,2024-03,Q1,0.19449280768807814,69201.75,Premium
ORD-10910,2024-08-20,CUST-1172,Customer 1096,Small Business,Sabaragamuwa,Ratnapura,Fashion,Kids,Kids T-Shirt,Sachini Perera,5,11909.08,0.0,59545.41,12992.21,Bank Transfer,2024,8,August,2024-08,Q3,0.21818994948561105,0.0,High
ORD-10911,2024-04-18,CUST-1437,Customer 1341,Small Business,Western,Colombo,Groceries,Snacks,Mixed Nuts,Nimal Perera,2,3479.1,0.1,6262.38,1337.79,Bank Transfer,2024,4,April,2024-04,Q2,0.2136232550563843,695.82,Low
ORD-10912,2024-05-25,CUST-1034,Customer 1070,Consumer,Southern,Galle,Electronics,Accessories,Mechanical Keyboard,Tharushi Fernando,5,215364.27,0.05,1022980.26,227140.83,Card,2024,5,May,2024-05,Q2,0.22203833141413695,53841.0675,Premium
ORD-10913,2024-04-20,CUST-1083,Customer 1385,Small Business,Eastern,Batticaloa,Groceries,Household,Dish Wash,Kasun Silva,1,812.18,0.1,730.96,194.23,Bank Transfer,2024,4,April,2024-04,Q2,0.2657190543942213,81.218,Low
ORD-10914,2024-08-15,CUST-1087,Customer 1068,Consumer,Southern,Matara,Groceries,Snacks,Biscuits,Tharushi Fernando,5,3093.53,0.0,15467.63,3072.87,Bank Transfer,2024,8,August,2024-08,Q3,0.19866456593544066,0.0,Medium
ORD-10915,2024-04-20,CUST-1436,Customer 1026,Corporate,Northern,Kilinochchi,Electronics,Laptops,Dell Inspiron,Ishara Madushan,4,33063.16,0.05,125640.0,13299.9,Bank Transfer,2024,4,April,2024-04,Q2,0.10585721107927411,6612.632000000001,High
ORD-10916,2025-04-14,CUST-1010,Customer 1321,Consumer,Sabaragamuwa,Ratnapura,Home & Living,Furniture,Office Chair,Dilan Jayasinghe,2,71328.49,0.0,142656.99,33769.41,Card,2025,4,April,2025-04,Q2,0.2367175278267122,0.0,High
ORD-10917,2024-02-03,CUST-1356,Customer 1026,Consumer,Southern,Galle,Electronics,Mobile Phones,iPhone 13,Sachini Perera,6,77788.81,0.0,466732.85,67460.29,Card,2024,2,February,2024-02,Q1,0.14453726580419612,0.0,Premium
ORD-10918,2025-09-14,CUST-1352,Customer 1358,Corporate,Northern,Jaffna,Home & Living,Appliances,Standing Fan,Dilan Jayasinghe,2,28233.38,0.2,45173.41,5875.37,Card,2025,9,September,2025-09,Q3,0.13006257442154576,11293.352,Medium
ORD-10919,2025-01-03,CUST-1326,Customer 1194,Corporate,Northern,Kilinochchi,Groceries,Snacks,Biscuits,Kasun Silva,7,4300.16,0.1,27091.03,3961.43,Cash,2025,1,January,2025-01,Q1,0.14622662925699023,3010.112,Medium
ORD-10920,2025-08-17,CUST-1320,Customer 1152,Small Business,Western,Colombo,Fashion,Women,Sandals,Sachini Perera,6,3414.41,0.1,18437.84,2808.91,Bank Transfer,2025,8,August,2025-08,Q3,0.15234485167459963,2048.646,Medium
ORD-10921,2025-07-07,CUST-1227,Customer 1193,Small Business,Northern,Vavuniya,Groceries,Snacks,Potato Chips,Kasun Silva,7,4683.84,0.1,29508.22,6264.68,Bank Transfer,2025,7,July,2025-07,Q3,0.21230287696106373,3278.6880000000006,Medium
ORD-10922,2025-02-28,CUST-1146,Customer 1277,Corporate,Central,Matale,Home & Living,Furniture,Bookshelf,Nimal Perera,7,14335.03,0.0,100345.22,19803.73,Card,2025,2,February,2025-02,Q1,0.1973559876594022,0.0,High
